id,name,type,calories,protein,fat,carbs,fiber,ingredients,tags,combined_text
132,Beras Setengah Giling,Makan Siang,363.0,7.6,1.1,78.3,3.9,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
133,Beras Siger,Makan Siang,344.0,1.1,0.2,28.3,1.4,"['bahan utama', 'bumbu']",['rendah lemak'],bahan utama bumbu rendah lemak
134,Beras tumbuk mentah,Makan Siang,354.0,7.8,0.4,79.9,4.0,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
135,Beras tumbuk merah mentah,Makan Siang,352.0,7.3,0.9,76.2,3.8,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
136,Betok wadi masakan,Sarapan,145.0,16.3,7.0,4.1,0.5,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah karbo', 'rendah kalori']",bahan utama bumbu protein tinggi rendah karbo rendah kalori
137,Bihun,Makan Siang,360.0,4.7,0.1,82.1,4.1,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
138,Bihun Goreng ,Sarapan,154.0,3.0,4.5,25.5,1.3,"['bahan utama', 'bumbu']","['goreng', 'rendah lemak', 'rendah kalori']",bahan utama bumbu goreng rendah lemak rendah kalori
139,Bihun goreng instan,Makan Siang,381.0,6.1,3.9,80.3,4.0,"['bahan utama', 'bumbu']","['goreng', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu goreng rendah lemak tinggi karbo
140,Bihun Jagung mentah,Makan Siang,354.0,0.5,0.3,87.4,4.4,['jagung'],"['rendah lemak', 'tinggi karbo']",jagung rendah lemak tinggi karbo
141,Bihun mentah,Makan Siang,348.0,4.7,0.1,82.1,4.1,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
142,Biji Jambu Mete,Makan Siang,562.0,21.2,49.6,23.6,2.4,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi lemak', 'tinggi kalori']",bahan utama bumbu protein tinggi tinggi lemak tinggi kalori
143,Biji Jambu Mete goreng,Makan Malam,629.0,21.5,56.6,19.8,2.0,"['bahan utama', 'bumbu']","['goreng', 'protein tinggi', 'tinggi lemak', 'tinggi kalori']",bahan utama bumbu goreng protein tinggi tinggi lemak tinggi kalori
144,Biji nangka/Biji salak,Sarapan,262.0,2.3,5.4,51.1,5.1,"['bahan utama', 'bumbu']",['tinggi karbo'],bahan utama bumbu tinggi karbo
145,Bika ambon,Sarapan,199.0,2.1,1.5,44.4,2.2,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
146,Bika Ambon ,Sarapan,225.7,3.0,0.3,52.9,2.6,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
147,Bir (4% alkohol),Sarapan,48.0,0.6,0.0,4.4,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
148,Biskuit,Makan Siang,458.0,6.9,14.4,75.1,3.8,"['bahan utama', 'bumbu']","['camilan', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu camilan tinggi karbo tinggi kalori
149,Bit,Sarapan,42.0,1.6,0.1,9.6,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
150,Biwah segar,Sarapan,51.0,0.3,0.1,12.1,0.6,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
151,Bonggol Pisang,Sarapan,43.0,2.6,0.0,11.6,1.2,['pisang'],"['rendah lemak', 'rendah kalori']",pisang rendah lemak rendah kalori
152,Bonggol Pisang kering,Sarapan,245.0,3.4,0.0,66.2,6.6,['pisang'],"['rendah lemak', 'tinggi karbo']",pisang rendah lemak tinggi karbo
153,Bongkrek (tempe bungkil),Sarapan,119.0,4.4,3.5,18.3,0.9,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah kalori
154,Boros Kunci,Sarapan,23.0,1.0,0.8,7.2,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
155,Boros Laja (lengkuas),Sarapan,22.0,1.0,0.3,4.7,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
156,Botok lamtoro,Sarapan,186.0,11.7,9.7,13.0,0.7,"['bahan utama', 'bumbu']",['rendah kalori'],bahan utama bumbu rendah kalori
157,Brem,Sarapan,249.0,3.4,0.4,58.0,2.9,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
158,Brondong ,Makan Siang,400.0,4.0,0.7,95.3,4.8,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
159,Brongkos,Sarapan,141.0,15.3,3.3,12.6,0.6,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'rendah kalori']",bahan utama bumbu protein tinggi rendah lemak rendah kalori
160,Buah Atung,Sarapan,23.0,0.8,0.2,5.2,0.5,['buah'],"['rendah lemak', 'rendah karbo', 'rendah kalori']",buah rendah lemak rendah karbo rendah kalori
161,Buah kelenting segar,Sarapan,110.0,1.4,2.1,21.4,2.1,['buah'],"['rendah lemak', 'rendah kalori']",buah rendah lemak rendah kalori
162,Buah kelor,Sarapan,38.0,1.5,0.2,7.5,0.8,['buah'],"['rendah lemak', 'rendah karbo', 'rendah kalori']",buah rendah lemak rendah karbo rendah kalori
163,Buah kom segar,Sarapan,264.0,4.0,1.1,59.6,6.0,['buah'],"['rendah lemak', 'tinggi karbo']",buah rendah lemak tinggi karbo
164,Buah Mentega (bisbul),Sarapan,39.0,0.7,0.2,9.7,1.0,['buah'],"['rendah lemak', 'rendah karbo', 'rendah kalori']",buah rendah lemak rendah karbo rendah kalori
165,Buah merah,Sarapan,87.0,2.6,2.7,13.1,1.3,['buah'],"['rendah lemak', 'rendah kalori']",buah rendah lemak rendah kalori
166,Buah Naga Merah segar,Sarapan,71.0,1.7,3.1,9.1,0.9,['buah'],"['rendah lemak', 'rendah karbo', 'rendah kalori']",buah rendah lemak rendah karbo rendah kalori
167,Buah Naga Putih segar,Sarapan,56.0,0.8,1.0,10.9,1.1,['buah'],"['rendah lemak', 'rendah kalori']",buah rendah lemak rendah kalori
168,Buah negri segar,Sarapan,55.0,1.2,0.1,12.2,1.2,['buah'],"['rendah lemak', 'rendah kalori']",buah rendah lemak rendah kalori
169,Buah Nona,Sarapan,101.0,1.7,0.6,25.2,2.5,['buah'],"['rendah lemak', 'rendah kalori']",buah rendah lemak rendah kalori
170,Buah rotan segar,Sarapan,78.0,0.6,0.3,18.2,1.8,['buah'],"['rendah lemak', 'rendah kalori']",buah rendah lemak rendah kalori
171,Buah rukam segar,Sarapan,113.0,0.8,0.3,26.8,2.7,['buah'],"['rendah lemak', 'rendah kalori']",buah rendah lemak rendah kalori
172,Buah ruruhi segar,Sarapan,29.0,2.1,0.7,3.6,0.5,['buah'],"['rendah lemak', 'rendah karbo', 'rendah kalori']",buah rendah lemak rendah karbo rendah kalori
173,Buah tuppa segar,Sarapan,67.0,0.4,0.2,15.9,1.6,['buah'],"['rendah lemak', 'rendah kalori']",buah rendah lemak rendah kalori
174,Buaya daging dendeng mentah,Makan Siang,365.0,49.6,4.8,30.8,1.5,"['bahan utama', 'bumbu']","['daging', 'protein tinggi', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu daging protein tinggi rendah lemak tinggi karbo
175,Bubur ,Sarapan,60.0,1.0,60.0,13.0,0.7,"['bahan utama', 'bumbu']","['tinggi lemak', 'rendah kalori']",bahan utama bumbu tinggi lemak rendah kalori
176,Bubur sagu,Sarapan,167.0,0.2,4.0,33.0,1.7,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
177,Bubur tinotuan (Manado),Sarapan,156.0,2.3,0.2,15.6,0.8,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori', 'manado', 'tradisional']",bahan utama bumbu rendah lemak rendah kalori manado tradisional
178,Bulgogi masakan,Sarapan,72.0,11.4,4.9,1.4,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
179,Bulung Jajan,Sarapan,212.0,16.9,0.2,47.6,2.4,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu protein tinggi rendah lemak tinggi karbo
180,Bulung Sangu,Sarapan,237.0,14.7,0.2,56.0,2.8,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
181,Buncis,Sarapan,35.0,2.4,0.2,7.7,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
182,Buncis asam,Sarapan,60.0,5.1,0.5,8.5,0.5,"['bahan utama', 'bumbu']","['asam', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu asam rendah lemak rendah karbo rendah kalori
183,Buncis rebus,Sarapan,30.0,2.2,0.2,6.4,0.5,"['bahan utama', 'bumbu']","['rebus', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rebus rendah lemak rendah karbo rendah kalori
184,Bunga pepaya segar,Sarapan,45.0,2.6,0.3,8.1,0.8,['pepaya'],"['rendah lemak', 'rendah karbo', 'rendah kalori']",pepaya rendah lemak rendah karbo rendah kalori
185,Bunga turi segar,Sarapan,42.0,2.0,1.1,6.1,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
186,Bungkil Biji Karet,Makan Siang,333.0,29.3,3.3,50.0,5.0,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu protein tinggi rendah lemak tinggi karbo
187,Bungkil Kacang Tanah,Makan Siang,336.0,37.4,13.0,30.5,3.1,"['bahan utama', 'bumbu']","['nabati', 'protein tinggi', 'tinggi karbo']",bahan utama bumbu nabati protein tinggi tinggi karbo
188,Bungkil Kelapa,Makan Siang,368.0,23.0,15.0,40.0,2.0,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi karbo']",bahan utama bumbu protein tinggi tinggi karbo
189,Buntil ,Sarapan,106.0,4.4,6.3,7.9,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori']",bahan utama bumbu rendah karbo rendah kalori
190,Buntil daun talas,Sarapan,141.0,4.4,10.2,8.0,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori']",bahan utama bumbu rendah karbo rendah kalori
191,Buras ,Sarapan,125.7,3.3,1.9,23.9,1.2,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
192,Burung sarang segar,Sarapan,281.0,37.5,0.3,32.1,1.6,"['burung', 'bumbu']","['protein tinggi', 'rendah lemak', 'tinggi karbo']",burung bumbu protein tinggi rendah lemak tinggi karbo
193,Cabai gembor merah segar,Sarapan,38.0,1.6,0.8,6.3,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
194,Cabai hijau segar,Sarapan,26.0,0.7,0.3,5.2,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
195,Cabai merah kering,Makan Siang,367.0,15.9,6.2,61.8,3.1,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi karbo']",bahan utama bumbu protein tinggi tinggi karbo
196,Cabai merah segar,Sarapan,36.0,1.0,0.3,7.3,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
197,Cabai rawit segar,Sarapan,120.0,4.7,2.4,19.9,1.0,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
198,Caisin segar,Sarapan,20.0,1.7,0.4,3.4,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
199,Cakalang asar (asap papua),Sarapan,155.0,20.1,3.8,10.2,0.5,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'rendah kalori']",bahan utama bumbu protein tinggi rendah lemak rendah kalori
200,Cake tape,Makan Siang,323.0,4.9,11.5,50.1,2.5,"['bahan utama', 'bumbu']",['tinggi karbo'],bahan utama bumbu tinggi karbo
201,Cammetutu,Sarapan,102.0,3.2,6.0,8.7,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori']",bahan utama bumbu rendah karbo rendah kalori
202,Cantel mentah,Makan Siang,366.0,11.0,3.3,73.0,3.7,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
203,Cap cai sayur,Sarapan,97.0,5.8,6.3,4.2,0.5,['sayuran'],"['sayuran', 'rendah karbo', 'rendah kalori']",sayuran sayuran rendah karbo rendah kalori
204,Carica papaya segar,Sarapan,24.0,1.9,0.2,3.7,0.5,"['bahan utama', 'bumbu']","['pedas', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu pedas rendah lemak rendah karbo rendah kalori
205,Cassavastick,Makan Siang,460.0,0.8,18.7,17.2,0.9,"['bahan utama', 'bumbu']","['tinggi lemak', 'tinggi kalori']",bahan utama bumbu tinggi lemak tinggi kalori
206,Cempedak,Sarapan,116.0,3.0,0.4,28.6,1.4,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
207,Cengkeh kering,Makan Siang,330.0,5.2,8.9,57.4,2.9,"['bahan utama', 'bumbu']",['tinggi karbo'],bahan utama bumbu tinggi karbo
208,Centel,Makan Siang,332.0,11.0,3.3,73.0,3.7,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
209,Ceriping getuk singkong,Makan Siang,462.0,1.2,20.7,67.7,3.4,"['bahan utama', 'bumbu']","['tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu tinggi lemak tinggi karbo tinggi kalori
210,Chicken teriyaki masakan,Sarapan,168.0,13.0,9.6,7.5,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori']",bahan utama bumbu rendah karbo rendah kalori
211,Chikiniku masakan,Sarapan,143.0,9.8,1.4,22.8,1.1,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
212,Coklat bubuk,Makan Siang,311.0,8.0,4.0,48.9,2.4,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
213,Coklat Manis batang,Makan Siang,472.0,2.0,29.8,62.7,3.1,"['bahan utama', 'bumbu']","['manis', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu manis tinggi lemak tinggi karbo tinggi kalori
214,Coklat Pahit batang,Makan Siang,504.0,5.5,52.9,29.2,1.5,"['bahan utama', 'bumbu']","['tinggi lemak', 'tinggi kalori']",bahan utama bumbu tinggi lemak tinggi kalori
215,Coklat Susu batang,Sarapan,381.0,9.0,35.0,53.6,2.7,"['bahan utama', 'bumbu']","['tinggi lemak', 'tinggi karbo']",bahan utama bumbu tinggi lemak tinggi karbo
216,Combro ,Sarapan,210.0,1.6,6.6,35.8,1.8,"['bahan utama', 'bumbu']",['tinggi karbo'],bahan utama bumbu tinggi karbo
217,Corned Beef,Sarapan,241.0,16.0,25.0,0.0,0.0,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi lemak', 'rendah karbo']",bahan utama bumbu protein tinggi tinggi lemak rendah karbo
218,Coto mangkasara kuda masakan,Sarapan,96.0,6.8,5.9,3.8,0.5,"['bahan utama', 'bumbu']","['rendah karbo', 'rendah kalori']",bahan utama bumbu rendah karbo rendah kalori
219,Coto mangkasara sapi masakan,Sarapan,84.0,6.0,6.0,1.4,0.5,"['daging sapi', 'bumbu']","['daging', 'rendah karbo', 'rendah kalori']",daging sapi bumbu daging rendah karbo rendah kalori
220,Cue Selar Kuning,Sarapan,145.0,27.0,2.3,0.0,0.0,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu protein tinggi rendah lemak rendah karbo rendah kalori
221,Cuka,Sarapan,12.0,0.1,0.1,5.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
222,Cumi-cumi goreng,Sarapan,265.0,40.6,10.1,0.0,0.0,"['cumi', 'bumbu']","['goreng', 'seafood', 'protein tinggi', 'rendah karbo']",cumi bumbu goreng seafood protein tinggi rendah karbo
223,Cumi-cumi segar,Sarapan,75.0,16.1,0.7,0.1,0.0,"['cumi', 'bumbu']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",cumi bumbu seafood protein tinggi rendah lemak rendah karbo rendah kalori
224,Daging Anak Sapi,Sarapan,190.0,19.1,12.0,0.0,0.0,"['daging sapi', 'bumbu']","['daging', 'protein tinggi', 'rendah karbo', 'rendah kalori']",daging sapi bumbu daging protein tinggi rendah karbo rendah kalori
225,Daging Asap,Sarapan,191.0,32.0,6.0,0.0,0.0,"['bahan utama', 'bumbu']","['daging', 'protein tinggi', 'rendah karbo', 'rendah kalori']",bahan utama bumbu daging protein tinggi rendah karbo rendah kalori
226,Daging Babi Gemuk,Makan Siang,457.0,11.6,45.0,0.0,0.0,"['babi', 'bumbu']","['daging', 'tinggi lemak', 'rendah karbo', 'tinggi kalori']",babi bumbu daging tinggi lemak rendah karbo tinggi kalori
227,Daging Babi Kurus,Makan Siang,376.0,14.1,35.0,0.0,0.0,"['babi', 'bumbu']","['daging', 'tinggi lemak', 'rendah karbo']",babi bumbu daging tinggi lemak rendah karbo
228,Daging Domba,Sarapan,206.0,17.1,14.8,0.0,0.0,"['bumbu', 'domba']","['daging', 'protein tinggi', 'rendah karbo']",bumbu domba daging protein tinggi rendah karbo
229,Daging Kambing,Sarapan,154.0,16.6,9.2,0.0,0.0,"['bumbu', 'kambing']","['daging', 'protein tinggi', 'rendah karbo', 'rendah kalori']",bumbu kambing daging protein tinggi rendah karbo rendah kalori
230,Daging Kerbau,Sarapan,84.0,18.7,0.5,0.0,0.0,"['bahan utama', 'bumbu']","['daging', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu daging protein tinggi rendah lemak rendah karbo rendah kalori
231,Daging Kuda,Sarapan,118.0,18.1,4.1,0.9,0.4,"['bahan utama', 'bumbu']","['daging', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu daging protein tinggi rendah lemak rendah karbo rendah kalori
232,Daging Sapi,Sarapan,207.0,18.8,14.0,0.0,0.0,"['daging sapi', 'bumbu']","['daging', 'protein tinggi', 'rendah karbo']",daging sapi bumbu daging protein tinggi rendah karbo
233,Daun bangun-bangun segar,Sarapan,27.0,1.3,0.6,4.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
234,Daun Bawang,Sarapan,29.0,1.8,0.7,5.2,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
235,Daun bawang  merah segar,Sarapan,41.0,2.0,0.3,7.8,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
236,Daun bebuas segar,Sarapan,41.0,2.7,1.0,7.3,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
237,Daun belem segar,Sarapan,50.0,4.4,1.4,7.8,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
238,Daun Beluntas,Sarapan,42.0,1.8,0.5,9.4,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
239,Daun Cincau,Sarapan,122.0,6.0,1.0,26.0,1.3,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
240,Daun Gandaria,Sarapan,60.0,3.1,0.3,14.0,0.7,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
241,Daun gedi besar segar,Sarapan,58.0,2.9,0.7,10.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
242,Daun gelang segar,Sarapan,30.0,1.3,0.7,5.8,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
243,Daun gunda bali segar,Sarapan,50.0,4.6,0.9,7.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori', 'bali', 'tradisional']",bahan utama bumbu rendah lemak rendah karbo rendah kalori bali tradisional
244,Daun gunda serang segar,Sarapan,62.0,4.2,0.9,9.2,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
245,Daun Jambu Mete muda,Sarapan,73.0,4.6,0.5,16.2,0.8,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
246,Daun jampang segar,Sarapan,34.0,3.8,0.5,5.3,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
247,Daun jawaw seluang segar,Sarapan,93.0,5.0,1.3,15.3,0.8,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori', 'jawa', 'tradisional']",bahan utama bumbu rendah lemak rendah kalori jawa tradisional
248,Daun jonghe segar,Sarapan,27.0,2.1,0.7,4.4,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
249,Daun kacang ma segar,Sarapan,36.0,2.9,0.6,6.8,0.7,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah karbo rendah kalori
250,Daun Kacang Panjang,Sarapan,34.0,4.1,0.4,5.8,0.6,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah karbo rendah kalori
251,Daun Kacang Panjang kukus,Sarapan,40.0,3.7,0.3,8.0,0.8,"['bahan utama', 'bumbu']","['kukus', 'nabati', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu kukus nabati rendah lemak rendah karbo rendah kalori
252,Daun kacang panjang segar,Sarapan,30.0,3.1,0.3,5.8,0.6,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah karbo rendah kalori
253,Daun kasbi/singkong karet segar,Sarapan,92.0,4.0,3.6,10.9,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
254,Daun Katuk,Sarapan,59.0,4.8,1.0,11.0,0.6,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
